StartStation,EndStation,Ridership
5th & K St NW,1st & H St NW,665
5th & K St NW,1st & K St SE,299
5th & K St NW,1st & M St NE,5164
5th & K St NW,1st & N St SE,229
5th & K St NW,1st & O St NW,36
5th & K St NW,1st & Rhode Island Ave NW,2299
5th & K St NW,1st & Washington Hospital Center NW,399
5th & K St NW,20th & Crystal Dr,9
5th & K St NW,20th & E St NW,524
5th & K St NW,20th & L St NW,242
5th & K St NW,20th & O St NW / Dupont South,337
5th & K St NW,20th St & Florida Ave NW,769
5th & K St NW,20th St & Virginia Ave NW,90
5th & K St NW,21st & I St NW,1511
5th & K St NW,21st & M St NW,1071
5th & K St NW,21st St & Constitution Ave NW,175
5th & K St NW,21st St & Pennsylvania Ave NW,426
5th & K St NW,21st St N & N Pierce St,2
5th & K St NW,22nd & I St NW / Foggy Bottom,490
5th & K St NW,23rd & Crystal Dr,6
5th & K St NW,23rd & E St NW ,124
5th & K St NW,24th & N St NW,307
5th & K St NW,25th St & Pennsylvania Ave NW,645
5th & K St NW,27th & Crystal Dr,3
5th & K St NW,28th St S & S Meade St,2
5th & K St NW,2nd & G St NE,341
5th & K St NW,2nd St & Massachusetts Ave NE,18
5th & K St NW,3000 Connecticut Ave NW / National Zoo,20
5th & K St NW,33rd & Water St NW,76
5th & K St NW,34th St & Wisconsin Ave NW,74
5th & K St NW,36th & Calvert St NW / Glover Park,238
5th & K St NW,37th & O St NW / Georgetown University,163
5th & K St NW,39th & Calvert St NW / Stoddert,27
5th & K St NW,3rd & D St SE,527
5th & K St NW,3rd & Elm St NW,695
5th & K St NW,3rd & G St SE,98
5th & K St NW,3rd & H St NE,3138
5th & K St NW,3rd & H St NW,641
5th & K St NW,3rd & Tingey St SE,102
5th & K St NW,3rd St & Pennsylvania Ave SE,224
5th & K St NW,4th & D St NW / Judiciary Square,925
5th & K St NW,4th & E St SW,621
5th & K St NW,4th & East Capitol St NE,934
5th & K St NW,4th & M St SW,867
5th & K St NW,4th & W St NE,216
5th & K St NW,5th & F St NW,6097
5th & K St NW,5th & Kennedy St NW,15
5th & K St NW,5th St & Massachusetts Ave NW,2558
5th & K St NW,6th & H St NE,1543
5th & K St NW,6th & Water St SW / SW Waterfront,338
5th & K St NW,6th St & Indiana Ave NW,1285
5th & K St NW,7th & F St NW / National Portrait Gallery,3499
5th & K St NW,7th & R St NW / Shaw Library,1666
5th & K St NW,7th & T St NW,2179
5th & K St NW,8th & D St NW,1077
5th & K St NW,8th & East Capitol St NE,121
5th & K St NW,8th & Eye St SE / Barracks Row,157
5th & K St NW,8th & F St NE,219
5th & K St NW,8th & F St NW,166
5th & K St NW,8th & H St NW,4895
5th & K St NW,8th & O St NW,532
5th & K St NW,9th & Upshur St NW,77
5th & K St NW,Adams Mill & Columbia Rd NW,548
5th & K St NW,Alabama & MLK Ave SE,2
5th & K St NW,Anacostia Ave & Benning Rd NE / River Terrace,50
5th & K St NW,Anacostia Library,11
5th & K St NW,Anacostia Metro,17
5th & K St NW,Arlington Blvd & Fillmore St,1
5th & K St NW,Arlington Blvd & N Queen St,5
5th & K St NW,Aurora Hills Community Ctr/18th & Hayes St,1
5th & K St NW,Ballenger Ave & Dulaney St,4
5th & K St NW,Benning Branch Library,5
5th & K St NW,Benning Rd & East Capitol St NE / Benning Rd Metro,1
5th & K St NW,Bethesda Metro,9
5th & K St NW,Bladensburg Rd & Benning Rd NE,537
5th & K St NW,C & O Canal & Wisconsin Ave NW,472
5th & K St NW,California St & Florida Ave NW,408
5th & K St NW,Calvert & Biltmore St NW,18
5th & K St NW,Calvert St & Woodley Pl NW,170
5th & K St NW,Central Library / N Quincy St & 10th St N,2
5th & K St NW,Clarendon Blvd & N Fillmore St,2
5th & K St NW,Clarendon Blvd & Pierce St,4
5th & K St NW,Columbia Pike & S Courthouse Rd,2
5th & K St NW,Columbia Pike & S Walter Reed Dr,4
5th & K St NW,Columbia Rd & Belmont St NW,306
5th & K St NW,Columbia Rd & Georgia Ave NW,154
5th & K St NW,Columbus Circle / Union Station,2863
5th & K St NW,Commerce St & Fayette St,1
5th & K St NW,Connecticut & Nebraska Ave NW,2
5th & K St NW,Connecticut Ave & Newark St NW / Cleveland Park,34
5th & K St NW,Connecticut Ave & Yuma St NW,2
5th & K St NW,Constitution Ave & 2nd St NW/DOL,388
5th & K St NW,Convention Center / 7th & M St NW,3128
5th & K St NW,Court House Metro / 15th & N Uhle St,6
5th & K St NW,Crystal City Metro / 18th & Bell St,4
5th & K St NW,D St & Maryland Ave NE,520
5th & K St NW,East West Hwy & Blair Mill Rd,1
5th & K St NW,Eastern Market / 7th & North Carolina Ave SE,648
5th & K St NW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,1046
5th & K St NW,Eckington Pl & Q St NE,1223
5th & K St NW,Eisenhower Ave & Mill Race Ln,1
5th & K St NW,Florida Ave & R St NW,3538
5th & K St NW,Gallaudet / 8th St & Florida Ave NE,586
5th & K St NW,Georgetown Harbor / 30th St NW,759
5th & K St NW,Georgia & Missouri Ave NW,1
5th & K St NW,Georgia & New Hampshire Ave NW,453
5th & K St NW,Georgia Ave & Emerson St NW,7
5th & K St NW,Georgia Ave and Fairmont St NW,370
5th & K St NW,Good Hope Rd & 14th St SE,1
5th & K St NW,Good Hope Rd & MLK Ave SE,6
5th & K St NW,Hains Point/Buckeye & Ohio Dr SW,55
5th & K St NW,Hamlin & 7th St NE,33
5th & K St NW,Harvard St & Adams Mill Rd NW,44
5th & K St NW,Independence Ave & L'Enfant Plaza SW/DOE,102
5th & K St NW,Iwo Jima Memorial/N Meade & 14th St N,6
5th & K St NW,Jefferson Dr & 14th St SW,566
5th & K St NW,Jefferson Memorial,222
5th & K St NW,John McCormack Dr & Michigan Ave NE,69
5th & K St NW,Kennedy Center,259
5th & K St NW,Key Blvd & N Quinn St,2
5th & K St NW,King St & Patrick St,1
5th & K St NW,L'Enfant Plaza / 7th & C St SW,898
5th & K St NW,Lamont & Mt Pleasant NW,359
5th & K St NW,Lincoln Memorial,352
5th & K St NW,Lincoln Park / 13th & East Capitol St NE,640
5th & K St NW,Long Bridge Park/Long Bridge Dr & 6th St S,1
5th & K St NW,Lynn & 19th St North,128
5th & K St NW,M St & Delaware Ave NE,1185
5th & K St NW,M St & New Jersey Ave SE,403
5th & K St NW,M St & Pennsylvania Ave NW,479
5th & K St NW,Market Square / King St & Royal St,7
5th & K St NW,Maryland & Independence Ave SW,618
5th & K St NW,Maryland Ave & E St NE,19
5th & K St NW,Massachusetts Ave & Dupont Circle NW,2855
5th & K St NW,Metro Center / 12th & G St NW,3962
5th & K St NW,MLK Library/9th & G St NW,354
5th & K St NW,Monroe Ave & Leslie Ave,1
5th & K St NW,Montgomery Ave & Waverly St,1
5th & K St NW,Mount Vernon Ave & E Nelson Ave,1
5th & K St NW,N Pershing Dr & Wayne St,2
5th & K St NW,N Rhodes & 16th St N,17
5th & K St NW,N Veitch & Key Blvd,1
5th & K St NW,Neal St & Trinidad Ave NE,495
5th & K St NW,New Hampshire Ave & 24th St NW,113
5th & K St NW,New Hampshire Ave & T St NW,421
5th & K St NW,New Jersey Ave & N St NW/Dunbar HS,988
5th & K St NW,New Jersey Ave & R St NW,1913
5th & K St NW,New York Ave & 15th St NW,1787
5th & K St NW,New York Ave & Hecht Ave NE,19
5th & K St NW,North Capitol St & F St NW,3364
5th & K St NW,North Capitol St & G Pl NE,856
5th & K St NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,123
5th & K St NW,Oklahoma Ave & D St NE,22
5th & K St NW,Park Rd & Holmead Pl NW,400
5th & K St NW,Pennsylvania & Minnesota Ave SE,3
5th & K St NW,Pentagon City Metro / 12th & S Hayes St,12
5th & K St NW,Pleasant St & MLK Ave SE,2
5th & K St NW,Potomac & Pennsylvania Ave SE,215
5th & K St NW,Potomac Ave & 35th St S,1
5th & K St NW,Potomac Ave & 8th St SE,8
5th & K St NW,Prince St & Union St,2
5th & K St NW,Rhode Island Ave & V St NE,202
5th & K St NW,Rhode Island Ave Metro,34
5th & K St NW,Ripley & Bonifant St,1
5th & K St NW,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,75
5th & K St NW,S Glebe & Potomac Ave,2
5th & K St NW,S Joyce & Army Navy Dr,9
5th & K St NW,Saint Asaph & Madison St,1
5th & K St NW,Saint Asaph St & Pendleton  St,7
5th & K St NW,Silver Spring Metro/Colesville Rd & Wayne Ave,1
5th & K St NW,Smithsonian / Jefferson Dr & 12th St SW,1248
5th & K St NW,Takoma Metro,2
5th & K St NW,Tenleytown / Wisconsin Ave & Albemarle St NW,8
5th & K St NW,Thomas Circle,1540
5th & K St NW,Union Market/6th St & Neal Pl NE,174
5th & K St NW,US Dept of State / Virginia Ave & 21st St NW,700
5th & K St NW,USDA / 12th & Independence Ave SW,1285
5th & K St NW,Van Ness Metro / UDC,31
5th & K St NW,Virginia Square Metro / N Monroe St & 9th St N,1
5th & K St NW,Ward Circle / American University,3
5th & K St NW,Washington & Independence Ave SW/HHS,337
5th & K St NW,Wilson Blvd & Franklin Rd,2
5th & K St NW,Wilson Blvd & N Edgewood St,1
5th & K St NW,Wisconsin Ave & Newark St NW,20
5th & K St NW,Wisconsin Ave & O St NW,81
5th & Kennedy St NW,10th & E St NW,3
5th & Kennedy St NW,10th & Florida Ave NW,38
5th & Kennedy St NW,10th & K St NW,3
5th & Kennedy St NW,10th & Monroe St NE,13
5th & Kennedy St NW,10th & U St NW,41
5th & Kennedy St NW,10th St & Constitution Ave NW,6
5th & Kennedy St NW,11th & F St NW,3
5th & Kennedy St NW,11th & H St NE,2
5th & Kennedy St NW,11th & Kenyon St NW,194
5th & Kennedy St NW,11th & M St NW,13
5th & Kennedy St NW,11th & S St NW,19
5th & Kennedy St NW,12th & L St NW,3
5th & Kennedy St NW,12th & Newton St NE,6
5th & Kennedy St NW,12th & U St NW,51
5th & Kennedy St NW,13th St & Eastern Ave,46
5th & Kennedy St NW,13th St & New York Ave NW,70
5th & Kennedy St NW,14th & Belmont St NW,46
5th & Kennedy St NW,14th & D St NW / Ronald Reagan Building,9
5th & Kennedy St NW,14th & D St SE,2
5th & Kennedy St NW,14th & G St NW,6
5th & Kennedy St NW,14th & Girard St NW,2
5th & Kennedy St NW,14th & Harvard St NW,34
5th & Kennedy St NW,14th & L St NW,2
5th & Kennedy St NW,14th & R St NW,66
5th & Kennedy St NW,14th & Rhode Island Ave NW,17
5th & Kennedy St NW,14th & Upshur St NW,37
5th & Kennedy St NW,14th & V St NW,131
5th & Kennedy St NW,14th St & Colorado Ave NW,129
5th & Kennedy St NW,14th St & New York Ave NW,7
5th & Kennedy St NW,14th St & Spring Rd NW,40
5th & Kennedy St NW,14th St Heights / 14th & Crittenden St NW,23
5th & Kennedy St NW,15th & Euclid St  NW,18
5th & Kennedy St NW,15th & K St NW,15
5th & Kennedy St NW,15th & L St NW,3
5th & Kennedy St NW,15th & P St NW,56
5th & Kennedy St NW,15th St & Massachusetts Ave SE,1
5th & Kennedy St NW,16th & Harvard St NW,67
5th & Kennedy St NW,16th & Irving St NW,2
5th & Kennedy St NW,16th & R St NW,2
5th & Kennedy St NW,17th & Corcoran St NW,68
5th & Kennedy St NW,17th & G St NW,1
5th & Kennedy St NW,17th & K St NW,10
5th & Kennedy St NW,17th & K St NW / Farragut Square,5
5th & Kennedy St NW,17th & Rhode Island Ave NW,13
5th & Kennedy St NW,17th St & Massachusetts Ave NW,47
5th & Kennedy St NW,18th & M St NW,5
5th & Kennedy St NW,18th & R St NW,61
5th & Kennedy St NW,18th St & Pennsylvania Ave NW,2
5th & Kennedy St NW,18th St & Rhode Island Ave NE,6
5th & Kennedy St NW,18th St & Wyoming Ave NW,23
5th & Kennedy St NW,19th & East Capitol St SE,1
5th & Kennedy St NW,19th & K St NW,2
5th & Kennedy St NW,19th & L St NW,4
5th & Kennedy St NW,19th St & Constitution Ave NW,1
5th & Kennedy St NW,19th St & Pennsylvania Ave NW,2
5th & Kennedy St NW,1st & H St NW,1
5th & Kennedy St NW,1st & K St SE,1
5th & Kennedy St NW,1st & M St NE,18
5th & Kennedy St NW,1st & O St NW,5
5th & Kennedy St NW,1st & Rhode Island Ave NW,76
5th & Kennedy St NW,1st & Washington Hospital Center NW,161
5th & Kennedy St NW,20th & E St NW,1
5th & Kennedy St NW,20th & L St NW,10
5th & Kennedy St NW,20th & O St NW / Dupont South,11
5th & Kennedy St NW,20th St & Florida Ave NW,41
5th & Kennedy St NW,21st & I St NW,21
5th & Kennedy St NW,21st & M St NW,54
5th & Kennedy St NW,21st St & Constitution Ave NW,8
5th & Kennedy St NW,21st St & Pennsylvania Ave NW,5
5th & Kennedy St NW,22nd & I St NW / Foggy Bottom,28
5th & Kennedy St NW,23rd & E St NW ,36
5th & Kennedy St NW,24th & N St NW,3
5th & Kennedy St NW,25th St & Pennsylvania Ave NW,3
5th & Kennedy St NW,2nd & G St NE,2
5th & Kennedy St NW,3000 Connecticut Ave NW / National Zoo,4
5th & Kennedy St NW,33rd & Water St NW,2
5th & Kennedy St NW,34th St & Wisconsin Ave NW,1
5th & Kennedy St NW,36th & Calvert St NW / Glover Park,1
5th & Kennedy St NW,3rd & D St SE,1
5th & Kennedy St NW,3rd & Elm St NW,37
5th & Kennedy St NW,3rd & H St NE,2
5th & Kennedy St NW,3rd & H St NW,1
5th & Kennedy St NW,3rd St & Pennsylvania Ave SE,3
5th & Kennedy St NW,4th & D St NW / Judiciary Square,2
5th & Kennedy St NW,4th & E St SW,1
5th & Kennedy St NW,4th & M St SW,5
5th & Kennedy St NW,4th & W St NE,7
5th & Kennedy St NW,5th & F St NW,10
5th & Kennedy St NW,5th & K St NW,7
5th & Kennedy St NW,5th St & Massachusetts Ave NW,5
5th & Kennedy St NW,6th & H St NE,2
5th & Kennedy St NW,6th St & Indiana Ave NW,5
5th & Kennedy St NW,7th & F St NW / National Portrait Gallery,8
5th & Kennedy St NW,7th & R St NW / Shaw Library,31
5th & Kennedy St NW,7th & T St NW,31
5th & Kennedy St NW,8th & D St NW,3
5th & Kennedy St NW,8th & H St NW,14
5th & Kennedy St NW,9th & Upshur St NW,292
5th & Kennedy St NW,Adams Mill & Columbia Rd NW,98
5th & Kennedy St NW,Bethesda Ave & Arlington Rd,1
5th & Kennedy St NW,Bladensburg Rd & Benning Rd NE,1
5th & Kennedy St NW,C & O Canal & Wisconsin Ave NW,1
5th & Kennedy St NW,California St & Florida Ave NW,20
5th & Kennedy St NW,Calvert & Biltmore St NW,3
5th & Kennedy St NW,Calvert St & Woodley Pl NW,12
5th & Kennedy St NW,Carroll & Ethan Allen Ave,8
5th & Kennedy St NW,Carroll & Westmoreland Ave,75
5th & Kennedy St NW,Columbia Rd & Belmont St NW,11
5th & Kennedy St NW,Columbia Rd & Georgia Ave NW,96
5th & Kennedy St NW,Columbus Circle / Union Station,9
5th & Kennedy St NW,Connecticut & Nebraska Ave NW,4
5th & Kennedy St NW,Connecticut Ave & Newark St NW / Cleveland Park,4
5th & Kennedy St NW,Connecticut Ave & Tilden St NW,6
5th & Kennedy St NW,Connecticut Ave & Yuma St NW,1
5th & Kennedy St NW,Constitution Ave & 2nd St NW/DOL,1
5th & Kennedy St NW,Convention Center / 7th & M St NW,23
5th & Kennedy St NW,D St & Maryland Ave NE,2
5th & Kennedy St NW,East West Hwy & Blair Mill Rd,32
5th & Kennedy St NW,Eastern Market / 7th & North Carolina Ave SE,3
5th & Kennedy St NW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,4
5th & Kennedy St NW,Eckington Pl & Q St NE,5
5th & Kennedy St NW,Fenton St & Ellsworth Dr,10
5th & Kennedy St NW,Fenton St & Gist Ave,5
5th & Kennedy St NW,Fenton St & New York Ave,27
5th & Kennedy St NW,Fessenden St & Wisconsin Ave NW,1
5th & Kennedy St NW,Florida Ave & R St NW,18
5th & Kennedy St NW,Fort Totten Metro,351
5th & Kennedy St NW,Friendship Blvd & Willard Ave,2
5th & Kennedy St NW,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,2
5th & Kennedy St NW,Gallaudet / 8th St & Florida Ave NE,1
5th & Kennedy St NW,Garland Ave & Walden Rd,7
5th & Kennedy St NW,Georgetown Harbor / 30th St NW,6
5th & Kennedy St NW,Georgia & Missouri Ave NW,57
5th & Kennedy St NW,Georgia & New Hampshire Ave NW,306
5th & Kennedy St NW,Georgia Ave & Emerson St NW,37
5th & Kennedy St NW,Georgia Ave & Spring St,2
5th & Kennedy St NW,Georgia Ave and Fairmont St NW,11
5th & Kennedy St NW,Hamlin & 7th St NE,1
5th & Kennedy St NW,Harvard St & Adams Mill Rd NW,11
5th & Kennedy St NW,Jefferson Dr & 14th St SW,4
5th & Kennedy St NW,Jefferson Memorial,3
5th & Kennedy St NW,John McCormack Dr & Michigan Ave NE,168
5th & Kennedy St NW,L'Enfant Plaza / 7th & C St SW,3
5th & Kennedy St NW,Lamont & Mt Pleasant NW,46
5th & Kennedy St NW,Lynn & 19th St North,2
5th & Kennedy St NW,M St & Delaware Ave NE,9
5th & Kennedy St NW,M St & Pennsylvania Ave NW,6
5th & Kennedy St NW,Maple & Ritchie Ave,15
5th & Kennedy St NW,Market Square / King St & Royal St,1
5th & Kennedy St NW,Maryland & Independence Ave SW,3
5th & Kennedy St NW,Massachusetts Ave & Dupont Circle NW,210
5th & Kennedy St NW,Metro Center / 12th & G St NW,10
5th & Kennedy St NW,MLK Library/9th & G St NW,3
5th & Kennedy St NW,Montgomery & East Ln,1
5th & Kennedy St NW,New Hampshire Ave & 24th St NW,8
5th & Kennedy St NW,New Hampshire Ave & T St NW,27
5th & Kennedy St NW,New Jersey Ave & N St NW/Dunbar HS,3
5th & Kennedy St NW,New Jersey Ave & R St NW,16
5th & Kennedy St NW,New York Ave & 15th St NW,6
5th & Kennedy St NW,Norfolk Ave & Fairmont St,1
5th & Kennedy St NW,North Capitol St & F St NW,3
5th & Kennedy St NW,North Capitol St & G Pl NE,6
5th & Kennedy St NW,Park Rd & Holmead Pl NW,386
5th & Kennedy St NW,Philadelphia & Maple Ave,40
5th & Kennedy St NW,Rhode Island Ave & V St NE,5
5th & Kennedy St NW,Rhode Island Ave Metro,3
5th & Kennedy St NW,Ripley & Bonifant St,1
5th & Kennedy St NW,Silver Spring Metro/Colesville Rd & Wayne Ave,15
5th & Kennedy St NW,Smithsonian / Jefferson Dr & 12th St SW,1
5th & Kennedy St NW,Takoma Metro,143
5th & Kennedy St NW,Thomas Circle,21
5th & Kennedy St NW,Union Market/6th St & Neal Pl NE,1
5th & Kennedy St NW,US Dept of State / Virginia Ave & 21st St NW,43
5th & Kennedy St NW,USDA / 12th & Independence Ave SW,2
5th & Kennedy St NW,Van Ness Metro / UDC,2
5th & Kennedy St NW,Veterans Pl & Pershing Dr,1
5th & Kennedy St NW,Washington & Independence Ave SW/HHS,1
5th & Kennedy St NW,Washington Adventist U / Flower Ave & Division St,2
5th & Kennedy St NW,Wilson Blvd & N Edgewood St,1
5th & Kennedy St NW,Wisconsin Ave & O St NW,3
5th St & Massachusetts Ave NW,10th & E St NW,1446
5th St & Massachusetts Ave NW,10th & Florida Ave NW,195
5th St & Massachusetts Ave NW,10th & K St NW,341
5th St & Massachusetts Ave NW,10th & Monroe St NE,147
5th St & Massachusetts Ave NW,10th & U St NW,946
5th St & Massachusetts Ave NW,10th St & Constitution Ave NW,1185
5th St & Massachusetts Ave NW,10th St & L'Enfant Plaza SW,7
5th St & Massachusetts Ave NW,11th & F St NW,1932
5th St & Massachusetts Ave NW,11th & H St NE,703
5th St & Massachusetts Ave NW,11th & Kenyon St NW,1386
5th St & Massachusetts Ave NW,11th & M St NW,958
5th St & Massachusetts Ave NW,11th & S St NW,127
5th St & Massachusetts Ave NW,12th & Army Navy Dr,6
5th St & Massachusetts Ave NW,12th & Irving St NE,35
5th St & Massachusetts Ave NW,12th & L St NW,879
5th St & Massachusetts Ave NW,12th & Newton St NE,98
5th St & Massachusetts Ave NW,12th & U St NW,456
5th St & Massachusetts Ave NW,13th & D St NE,683
5th St & Massachusetts Ave NW,13th & H St NE,1199
5th St & Massachusetts Ave NW,13th St & New York Ave NW,2895
5th St & Massachusetts Ave NW,14th & Belmont St NW,159
5th St & Massachusetts Ave NW,14th & D St NW / Ronald Reagan Building,1064
5th St & Massachusetts Ave NW,14th & D St SE,419
5th St & Massachusetts Ave NW,14th & G St NW,2016
5th St & Massachusetts Ave NW,14th & Girard St NW,1
5th St & Massachusetts Ave NW,14th & Harvard St NW,357
5th St & Massachusetts Ave NW,14th & L St NW,47
5th St & Massachusetts Ave NW,14th & R St NW,1597
5th St & Massachusetts Ave NW,14th & Rhode Island Ave NW,2248
5th St & Massachusetts Ave NW,14th & Upshur St NW,114
5th St & Massachusetts Ave NW,14th & V St NW,1204
5th St & Massachusetts Ave NW,14th St & Colorado Ave NW,9
5th St & Massachusetts Ave NW,14th St & New York Ave NW,1268
5th St & Massachusetts Ave NW,14th St & Spring Rd NW,95
5th St & Massachusetts Ave NW,14th St Heights / 14th & Crittenden St NW,42
5th St & Massachusetts Ave NW,15th & Crystal Dr,15
5th St & Massachusetts Ave NW,15th & East Capitol St NE,240
5th St & Massachusetts Ave NW,15th & Euclid St  NW,100
5th St & Massachusetts Ave NW,15th & F St NE,133
5th St & Massachusetts Ave NW,15th & K St NW,828
5th St & Massachusetts Ave NW,15th & L St NW,226
5th St & Massachusetts Ave NW,15th & N Scott St,6
5th St & Massachusetts Ave NW,15th & P St NW,2489
5th St & Massachusetts Ave NW,15th St & Massachusetts Ave SE,715
5th St & Massachusetts Ave NW,16th & Harvard St NW,391
5th St & Massachusetts Ave NW,16th & Irving St NW,10
5th St & Massachusetts Ave NW,16th & K St NW,309
5th St & Massachusetts Ave NW,16th & R St NW,40
5th St & Massachusetts Ave NW,17th & Corcoran St NW,1416
5th St & Massachusetts Ave NW,17th & G St NW,822
5th St & Massachusetts Ave NW,17th & K St NW,974
5th St & Massachusetts Ave NW,17th & K St NW / Farragut Square,1222
5th St & Massachusetts Ave NW,17th & Rhode Island Ave NW,857
5th St & Massachusetts Ave NW,17th St & Independence Ave SW,5
5th St & Massachusetts Ave NW,17th St & Massachusetts Ave NW,798
5th St & Massachusetts Ave NW,18th & C St NW,20
5th St & Massachusetts Ave NW,18th & M St NW,751
5th St & Massachusetts Ave NW,18th & R St NW,167
5th St & Massachusetts Ave NW,18th St & Pennsylvania Ave NW,1040
5th St & Massachusetts Ave NW,18th St & Rhode Island Ave NE,57
5th St & Massachusetts Ave NW,18th St & Wyoming Ave NW,301
5th St & Massachusetts Ave NW,19th & E Street NW,359
5th St & Massachusetts Ave NW,19th & East Capitol St SE,265
5th St & Massachusetts Ave NW,19th & G St NW,115
5th St & Massachusetts Ave NW,19th & K St NW,477
5th St & Massachusetts Ave NW,19th & L St NW,537
5th St & Massachusetts Ave NW,19th St & Constitution Ave NW,1004
5th St & Massachusetts Ave NW,19th St & Pennsylvania Ave NW,1067
5th St & Massachusetts Ave NW,1st & H St NW,623
5th St & Massachusetts Ave NW,1st & K St SE,401
5th St & Massachusetts Ave NW,1st & M St NE,3197
5th St & Massachusetts Ave NW,1st & N St SE,207
5th St & Massachusetts Ave NW,1st & O St NW,24
5th St & Massachusetts Ave NW,1st & Rhode Island Ave NW,954
5th St & Massachusetts Ave NW,1st & Washington Hospital Center NW,32
5th St & Massachusetts Ave NW,20th & Crystal Dr,2
5th St & Massachusetts Ave NW,20th & E St NW,542
5th St & Massachusetts Ave NW,20th & L St NW,221
5th St & Massachusetts Ave NW,20th & O St NW / Dupont South,357
5th St & Massachusetts Ave NW,20th St & Florida Ave NW,690
5th St & Massachusetts Ave NW,20th St & Virginia Ave NW,95
5th St & Massachusetts Ave NW,21st & I St NW,1417
5th St & Massachusetts Ave NW,21st & M St NW,649
5th St & Massachusetts Ave NW,21st St & Constitution Ave NW,179
5th St & Massachusetts Ave NW,21st St & Pennsylvania Ave NW,332
5th St & Massachusetts Ave NW,22nd & I St NW / Foggy Bottom,701
5th St & Massachusetts Ave NW,23rd & Crystal Dr,6
5th St & Massachusetts Ave NW,23rd & E St NW ,221
5th St & Massachusetts Ave NW,23rd & Eads St,2
5th St & Massachusetts Ave NW,24th & N St NW,317
5th St & Massachusetts Ave NW,25th St & Pennsylvania Ave NW,890
5th St & Massachusetts Ave NW,27th & Crystal Dr,12
5th St & Massachusetts Ave NW,2nd & G St NE,164
5th St & Massachusetts Ave NW,2nd St & Massachusetts Ave NE,44
5th St & Massachusetts Ave NW,3000 Connecticut Ave NW / National Zoo,124
5th St & Massachusetts Ave NW,33rd & Water St NW,50
5th St & Massachusetts Ave NW,34th St & Wisconsin Ave NW,85
5th St & Massachusetts Ave NW,36th & Calvert St NW / Glover Park,54
5th St & Massachusetts Ave NW,37th & O St NW / Georgetown University,124
5th St & Massachusetts Ave NW,39th & Calvert St NW / Stoddert,100
5th St & Massachusetts Ave NW,39th & Veazey St NW,6
5th St & Massachusetts Ave NW,3rd & D St SE,739
5th St & Massachusetts Ave NW,3rd & Elm St NW,344
5th St & Massachusetts Ave NW,3rd & G St SE,182
5th St & Massachusetts Ave NW,3rd & H St NE,2400
5th St & Massachusetts Ave NW,3rd & H St NW,289
5th St & Massachusetts Ave NW,3rd & Tingey St SE,110
5th St & Massachusetts Ave NW,3rd St & Pennsylvania Ave SE,488
5th St & Massachusetts Ave NW,47th & Elm St,1
5th St & Massachusetts Ave NW,4th & D St NW / Judiciary Square,2091
5th St & Massachusetts Ave NW,4th & E St SW,1137
5th St & Massachusetts Ave NW,4th & East Capitol St NE,1083
5th St & Massachusetts Ave NW,4th & M St SW,747
5th St & Massachusetts Ave NW,4th & W St NE,88
5th St & Massachusetts Ave NW,5th & F St NW,2116
5th St & Massachusetts Ave NW,5th & K St NW,3144
5th St & Massachusetts Ave NW,5th & Kennedy St NW,10
5th St & Massachusetts Ave NW,6th & H St NE,1247
5th St & Massachusetts Ave NW,6th & Water St SW / SW Waterfront,284
5th St & Massachusetts Ave NW,6th St & Indiana Ave NW,1000
5th St & Massachusetts Ave NW,7th & F St NW / National Portrait Gallery,2427
5th St & Massachusetts Ave NW,7th & R St NW / Shaw Library,997
5th St & Massachusetts Ave NW,7th & T St NW,930
5th St & Massachusetts Ave NW,8th & D St NW,869
5th St & Massachusetts Ave NW,8th & East Capitol St NE,194
5th St & Massachusetts Ave NW,8th & Eye St SE / Barracks Row,202
5th St & Massachusetts Ave NW,8th & F St NE,301
5th St & Massachusetts Ave NW,8th & F St NW,111
5th St & Massachusetts Ave NW,8th & H St NW,2672
5th St & Massachusetts Ave NW,8th & O St NW,215
5th St & Massachusetts Ave NW,9th & Upshur St NW,65
5th St & Massachusetts Ave NW,Adams Mill & Columbia Rd NW,569
5th St & Massachusetts Ave NW,Anacostia Ave & Benning Rd NE / River Terrace,19
5th St & Massachusetts Ave NW,Anacostia Library,130
5th St & Massachusetts Ave NW,Anacostia Metro,3
5th St & Massachusetts Ave NW,Arlington Blvd & N Queen St,3
5th St & Massachusetts Ave NW,Aurora Hills Community Ctr/18th & Hayes St,2
5th St & Massachusetts Ave NW,Ballston Metro / N Stuart & 9th St N,1
5th St & Massachusetts Ave NW,Benning Branch Library,1
5th St & Massachusetts Ave NW,Benning Rd & East Capitol St NE / Benning Rd Metro,1
5th St & Massachusetts Ave NW,Bethesda Ave & Arlington Rd,2
5th St & Massachusetts Ave NW,Bethesda Metro,3
5th St & Massachusetts Ave NW,Bladensburg Rd & Benning Rd NE,629
5th St & Massachusetts Ave NW,Braddock Rd Metro,1
5th St & Massachusetts Ave NW,C & O Canal & Wisconsin Ave NW,491
5th St & Massachusetts Ave NW,California St & Florida Ave NW,629
5th St & Massachusetts Ave NW,Calvert & Biltmore St NW,20
